city,district,sub_district,area_sqft,bhk,property_type,furnishing,price_inr,price_per_sqft
Gurugram,DLF City,Phase 4,1450.0,3,Apartment,Fully Furnished,19500000.0,13448.275862068966
Gurugram,DLF City,Phase 4,3100.0,5,Independent House,Fully Furnished,72500000.0,23387.09677419355
Gurugram,DLF City,Phase 4,2650.0,5,Apartment,Fully Furnished,51500000.0,19433.962264150945
Gurugram,DLF City,Phase 4,1850.0,4,Apartment,Fully Furnished,30500000.0,16486.486486486487
Gurugram,DLF City,Phase 5,1400.0,3,Apartment,Semi-Furnished,17800000.0,12714.285714285714
Gurugram,DLF City,Phase 5,3000.0,5,Independent House,Semi-Furnished,65500000.0,21833.333333333332
Gurugram,DLF City,Phase 5,2600.0,5,Apartment,Semi-Furnished,46500000.0,17884.615384615383
Gurugram,DLF City,Phase 5,1800.0,4,Apartment,Semi-Furnished,27500000.0,15277.777777777777
Gurugram,DLF City,Phase 5,900.0,1,Apartment,Semi-Furnished,11800000.0,13111.111111111111
Gurugram,Golf Course Road,DLF Golf Links,1100.0,2,Apartment,Fully Furnished,22500000.0,20454.545454545456
Gurugram,Golf Course Road,DLF Golf Links,1800.0,4,Apartment,Fully Furnished,35500000.0,19722.222222222223
Gurugram,Golf Course Road,DLF Golf Links,4000.0,6,Independent House,Fully Furnished,185000000.0,46250.0
Gurugram,Golf Course Road,DLF Golf Links,3500.0,6,Apartment,Fully Furnished,125000000.0,35714.28571428572
Gurugram,Golf Course Road,DLF Golf Links,2500.0,5,Apartment,Fully Furnished,58500000.0,23400.0
Gurugram,Golf Course Road,Sector 53,3400.0,6,Independent House,Semi-Furnished,115000000.0,33823.529411764706
Gurugram,Golf Course Road,Sector 53,2150.0,4,Apartment,Semi-Furnished,38500000.0,17906.976744186046
Gurugram,Golf Course Road,Sector 53,2950.0,6,Apartment,Semi-Furnished,72500000.0,24576.271186440677
Gurugram,Golf Course Road,Sector 53,1550.0,3,Apartment,Semi-Furnished,22500000.0,14516.129032258064
Gurugram,Golf Course Road,Sector 53,950.0,1,Apartment,Semi-Furnished,15200000.0,16000.0
Gurugram,Golf Course Road,Sector 54,1600.0,3,Apartment,Fully Furnished,24500000.0,15312.5
Gurugram,Golf Course Road,Sector 54,3000.0,6,Apartment,Fully Furnished,78500000.0,26166.666666666668
Gurugram,Golf Course Road,Sector 54,2200.0,4,Apartment,Fully Furnished,42500000.0,19318.18181818182
Gurugram,Golf Course Road,Sector 54,3500.0,6,Independent House,Fully Furnished,125000000.0,35714.28571428572
Gurugram,Golf Course Road,Sector 54,1000.0,1,Apartment,Fully Furnished,16500000.0,16500.0
Gurugram,IMT Manesar,Sector 1,800.0,1,Apartment,Unfurnished,4500000.0,5625.0
Gurugram,IMT Manesar,Sector 1,2400.0,4,Builder Floor,Unfurnished,22500000.0,9375.0
Gurugram,IMT Manesar,Sector 1,1650.0,3,Apartment,Unfurnished,11200000.0,6787.878787878788
Gurugram,IMT Manesar,Sector 1,1200.0,2,Apartment,Unfurnished,6800000.0,5666.666666666667
Gurugram,IMT Manesar,Sector 1,2350.0,5,Apartment,Unfurnished,20500000.0,8723.404255319148
Gurugram,IMT Manesar,Sector 2,1150.0,2,Apartment,Semi-Furnished,6500000.0,5652.173913043478
Gurugram,IMT Manesar,Sector 2,1600.0,3,Apartment,Semi-Furnished,10800000.0,6750.0
Gurugram,IMT Manesar,Sector 2,2300.0,5,Apartment,Semi-Furnished,19500000.0,8478.260869565218
Gurugram,IMT Manesar,Sector 2,2300.0,4,Builder Floor,Semi-Furnished,21500000.0,9347.826086956522
Gurugram,IMT Manesar,Sector 2,750.0,1,Apartment,Semi-Furnished,4200000.0,5600.0
Gurugram,IMT Manesar,Sector 3,2250.0,5,Apartment,Unfurnished,18500000.0,8222.222222222223
Gurugram,IMT Manesar,Sector 3,750.0,1,Apartment,Unfurnished,4000000.0,5333.333333333333
Gurugram,IMT Manesar,Sector 3,1100.0,2,Apartment,Unfurnished,6200000.0,5636.363636363636
Gurugram,IMT Manesar,Sector 3,1550.0,3,Apartment,Unfurnished,10200000.0,6580.645161290323
Gurugram,IMT Manesar,Sector 3,2200.0,4,Builder Floor,Unfurnished,20500000.0,9318.181818181818
Gurugram,MG Road,IFFCO Chowk,1550.0,3,Apartment,Unfurnished,18200000.0,11741.935483870968
Gurugram,MG Road,IFFCO Chowk,1100.0,2,Apartment,Unfurnished,10800000.0,9818.181818181818
Gurugram,MG Road,IFFCO Chowk,750.0,1,Apartment,Unfurnished,7500000.0,10000.0
Gurugram,MG Road,IFFCO Chowk,2250.0,5,Apartment,Unfurnished,32200000.0,14311.111111111111
Gurugram,MG Road,IFFCO Chowk,2200.0,4,Builder Floor,Unfurnished,32500000.0,14772.727272727272
Gurugram,MG Road,Sector 28,800.0,1,Apartment,Semi-Furnished,8800000.0,11000.0
Gurugram,MG Road,Sector 28,1200.0,2,Apartment,Semi-Furnished,12500000.0,10416.666666666666
Gurugram,MG Road,Sector 28,2400.0,4,Builder Floor,Semi-Furnished,36500000.0,15208.333333333334
Gurugram,MG Road,Sector 28,1650.0,3,Apartment,Semi-Furnished,20500000.0,12424.242424242424
Gurugram,MG Road,Sector 28,2350.0,5,Apartment,Semi-Furnished,36500000.0,15531.91489361702
Gurugram,MG Road,Sector 29,1600.0,3,Apartment,Semi-Furnished,19500000.0,12187.5
Gurugram,MG Road,Sector 29,2300.0,5,Apartment,Semi-Furnished,34500000.0,15000.0
Gurugram,MG Road,Sector 29,1150.0,2,Apartment,Semi-Furnished,11800000.0,10260.869565217392
Gurugram,MG Road,Sector 29,2300.0,4,Builder Floor,Semi-Furnished,34500000.0,15000.0
Gurugram,MG Road,Sector 29,750.0,1,Apartment,Semi-Furnished,8200000.0,10933.333333333334
Gurugram,New Gurugram,Sector 37C,2600.0,5,Apartment,Semi-Furnished,42500000.0,16346.153846153846
Gurugram,New Gurugram,Sector 37C,900.0,1,Apartment,Semi-Furnished,9800000.0,10888.888888888889
Gurugram,New Gurugram,Sector 37C,2800.0,5,Independent House,Semi-Furnished,48500000.0,17321.428571428572
Gurugram,New Gurugram,Sector 37C,1350.0,3,Apartment,Semi-Furnished,14500000.0,10740.74074074074
Gurugram,New Gurugram,Sector 37C,1800.0,4,Apartment,Semi-Furnished,23500000.0,13055.555555555555
Gurugram,New Gurugram,Sector 37D,850.0,1,Apartment,Unfurnished,9200000.0,10823.529411764706
Gurugram,New Gurugram,Sector 37D,2700.0,5,Independent House,Unfurnished,45500000.0,16851.85185185185
Gurugram,New Gurugram,Sector 37D,1750.0,4,Apartment,Unfurnished,22200000.0,12685.714285714286
Gurugram,New Gurugram,Sector 37D,1300.0,3,Apartment,Unfurnished,13500000.0,10384.615384615385
Gurugram,New Gurugram,Sector 37D,2550.0,5,Apartment,Unfurnished,39500000.0,15490.196078431372
Gurugram,New Gurugram,Sector 82,2650.0,5,Apartment,Semi-Furnished,45500000.0,17169.811320754718
Gurugram,New Gurugram,Sector 82,1400.0,3,Apartment,Semi-Furnished,15800000.0,11285.714285714286
Gurugram,New Gurugram,Sector 82,1850.0,4,Apartment,Semi-Furnished,25500000.0,13783.783783783783
Gurugram,New Gurugram,Sector 82,2900.0,5,Independent House,Semi-Furnished,52500000.0,18103.44827586207
Gurugram,New Gurugram,Sector 82,950.0,1,Apartment,Semi-Furnished,10500000.0,11052.631578947368
Gurugram,New Gurugram,Sector 83,1800.0,4,Apartment,Semi-Furnished,24500000.0,13611.111111111111
Gurugram,New Gurugram,Sector 83,900.0,1,Apartment,Semi-Furnished,10200000.0,11333.333333333334
Gurugram,New Gurugram,Sector 83,1350.0,3,Apartment,Semi-Furnished,15200000.0,11259.25925925926
Gurugram,New Gurugram,Sector 83,2800.0,5,Independent House,Semi-Furnished,49500000.0,17678.571428571428
Gurugram,New Gurugram,Sector 83,2600.0,5,Apartment,Semi-Furnished,43500000.0,16730.76923076923
Gurugram,New Gurugram,Sector 84,1750.0,4,Apartment,Unfurnished,23200000.0,13257.142857142857
Gurugram,New Gurugram,Sector 84,850.0,1,Apartment,Unfurnished,9500000.0,11176.470588235294
Gurugram,New Gurugram,Sector 84,1300.0,3,Apartment,Unfurnished,14200000.0,10923.076923076924
Gurugram,New Gurugram,Sector 84,2700.0,5,Independent House,Unfurnished,46500000.0,17222.222222222223
Gurugram,New Gurugram,Sector 84,2550.0,5,Apartment,Unfurnished,41200000.0,16156.862745098038
Gurugram,Nirvana Country,Sector 50,3200.0,6,Apartment,Fully Furnished,85000000.0,26562.5
Gurugram,Nirvana Country,Sector 50,1200.0,2,Apartment,Fully Furnished,19500000.0,16250.0
Gurugram,Nirvana Country,Sector 50,1800.0,4,Apartment,Fully Furnished,28500000.0,15833.333333333334
Gurugram,Nirvana Country,Sector 50,2500.0,5,Apartment,Fully Furnished,48500000.0,19400.0
Gurugram,Nirvana Country,Sector 50,3800.0,6,Independent House,Fully Furnished,128000000.0,33684.21052631579
Gurugram,Nirvana Country,South City,3150.0,6,Apartment,Semi-Furnished,78500000.0,24920.634920634922
Gurugram,Nirvana Country,South City,1750.0,4,Apartment,Semi-Furnished,25500000.0,14571.42857142857
Gurugram,Nirvana Country,South City,3700.0,6,Independent House,Semi-Furnished,118000000.0,31891.891891891893
Gurugram,Nirvana Country,South City,1150.0,2,Apartment,Semi-Furnished,17500000.0,15217.391304347826
Gurugram,Nirvana Country,South City,2450.0,5,Apartment,Semi-Furnished,42500000.0,17346.938775510203
Gurugram,Palam Vihar,Sector 2,1700.0,3,Apartment,Semi-Furnished,16500000.0,9705.882352941177
Gurugram,Palam Vihar,Sector 2,2450.0,5,Apartment,Semi-Furnished,29500000.0,12040.816326530612
Gurugram,Palam Vihar,Sector 2,1250.0,3,Apartment,Semi-Furnished,9800000.0,7840.0
Gurugram,Palam Vihar,Sector 2,2600.0,4,Builder Floor,Semi-Furnished,32500000.0,12500.0
Gurugram,Palam Vihar,Sector 2,850.0,1,Apartment,Semi-Furnished,6800000.0,8000.0
Gurugram,Palam Vihar,Sector 6,2500.0,4,Builder Floor,Unfurnished,28500000.0,11400.0
Gurugram,Palam Vihar,Sector 6,800.0,1,Apartment,Unfurnished,5800000.0,7250.0
Gurugram,Palam Vihar,Sector 6,2400.0,5,Apartment,Unfurnished,25500000.0,10625.0
Gurugram,Palam Vihar,Sector 6,1200.0,2,Apartment,Unfurnished,8500000.0,7083.333333333333
Gurugram,Palam Vihar,Sector 6,1650.0,3,Apartment,Unfurnished,14200000.0,8606.060606060606
Gurugram,Palam Vihar,Sector 7,1650.0,3,Apartment,Semi-Furnished,15200000.0,9212.121212121212
Gurugram,Palam Vihar,Sector 7,2400.0,4,Builder Floor,Semi-Furnished,29500000.0,12291.666666666666
Gurugram,Palam Vihar,Sector 7,2400.0,5,Apartment,Semi-Furnished,27500000.0,11458.333333333334
Gurugram,Palam Vihar,Sector 7,800.0,1,Apartment,Semi-Furnished,6200000.0,7750.0
Gurugram,Palam Vihar,Sector 7,1150.0,2,Apartment,Semi-Furnished,8200000.0,7130.434782608696
Gurugram,Sector 14,Old Gurugram,1600.0,3,Apartment,Semi-Furnished,15500000.0,9687.5
Gurugram,Sector 14,Old Gurugram,800.0,1,Apartment,Semi-Furnished,6200000.0,7750.0
Gurugram,Sector 14,Old Gurugram,1200.0,2,Apartment,Semi-Furnished,9500000.0,7916.666666666667
Gurugram,Sector 14,Old Gurugram,2200.0,5,Apartment,Semi-Furnished,26500000.0,12045.454545454546
Gurugram,Sector 14,Old Gurugram,2400.0,4,Independent House,Semi-Furnished,28500000.0,11875.0
Gurugram,Sector 14,Sector 15,1150.0,2,Apartment,Fully Furnished,8800000.0,7652.173913043478
Gurugram,Sector 14,Sector 15,750.0,1,Apartment,Fully Furnished,5800000.0,7733.333333333333
Gurugram,Sector 14,Sector 15,1550.0,3,Apartment,Fully Furnished,14500000.0,9354.838709677419
Gurugram,Sector 14,Sector 15,2150.0,5,Apartment,Fully Furnished,24500000.0,11395.348837209302
Gurugram,Sector 14,Sector 15,2300.0,4,Independent House,Fully Furnished,26500000.0,11521.739130434782
Gurugram,Sector 14,Sector 17,2100.0,5,Apartment,Unfurnished,22500000.0,10714.285714285714
Gurugram,Sector 14,Sector 17,2200.0,4,Independent House,Unfurnished,24500000.0,11136.363636363636
Gurugram,Sector 14,Sector 17,1500.0,3,Apartment,Unfurnished,13500000.0,9000.0
Gurugram,Sector 14,Sector 17,700.0,1,Apartment,Unfurnished,5200000.0,7428.571428571428
Gurugram,Sector 14,Sector 17,1100.0,2,Apartment,Unfurnished,8200000.0,7454.545454545455
Gurugram,Sohna Road,Sector 47,2400.0,5,Apartment,Semi-Furnished,35500000.0,14791.666666666666
Gurugram,Sohna Road,Sector 47,2600.0,4,Builder Floor,Semi-Furnished,35500000.0,13653.846153846154
Gurugram,Sohna Road,Sector 47,1250.0,3,Apartment,Semi-Furnished,12500000.0,10000.0
Gurugram,Sohna Road,Sector 47,1700.0,3,Apartment,Semi-Furnished,20500000.0,12058.823529411764
Gurugram,Sohna Road,Sector 47,850.0,1,Apartment,Semi-Furnished,8500000.0,10000.0
Gurugram,Sohna Road,Sector 48,1650.0,3,Apartment,Unfurnished,16800000.0,10181.818181818182
Gurugram,Sohna Road,Sector 48,2500.0,4,Builder Floor,Unfurnished,28500000.0,11400.0
Gurugram,Sohna Road,Sector 48,800.0,1,Apartment,Unfurnished,6800000.0,8500.0
Gurugram,Sohna Road,Sector 48,2350.0,5,Apartment,Unfurnished,28500000.0,12127.659574468085
Gurugram,Sohna Road,Sector 48,1200.0,2,Apartment,Unfurnished,9800000.0,8166.666666666667
Gurugram,Sohna Road,Sector 49,900.0,1,Apartment,Semi-Furnished,9200000.0,10222.222222222223
Gurugram,Sohna Road,Sector 49,1300.0,3,Apartment,Semi-Furnished,13200000.0,10153.846153846154
Gurugram,Sohna Road,Sector 49,2450.0,5,Apartment,Semi-Furnished,38500000.0,15714.285714285714
Gurugram,Sohna Road,Sector 49,2700.0,4,Builder Floor,Semi-Furnished,38500000.0,14259.25925925926
Gurugram,Sohna Road,Sector 49,1750.0,3,Apartment,Semi-Furnished,22500000.0,12857.142857142857
Gurugram,South City,South City 1,900.0,1,Apartment,Semi-Furnished,9800000.0,10888.888888888889
Gurugram,South City,South City 1,2700.0,5,Independent House,Semi-Furnished,48500000.0,17962.962962962964
Gurugram,South City,South City 1,2500.0,5,Apartment,Semi-Furnished,42500000.0,17000.0
Gurugram,South City,South City 1,1300.0,3,Apartment,Semi-Furnished,14500000.0,11153.846153846154
Gurugram,South City,South City 1,1750.0,4,Apartment,Semi-Furnished,23500000.0,13428.57142857143
Gurugram,South City,South City 2,1250.0,3,Apartment,Unfurnished,13200000.0,10560.0
Gurugram,South City,South City 2,2600.0,4,Independent House,Unfurnished,42500000.0,16346.153846153846
Gurugram,South City,South City 2,1700.0,4,Apartment,Unfurnished,21500000.0,12647.058823529413
Gurugram,South City,South City 2,850.0,1,Apartment,Unfurnished,9200000.0,10823.529411764706
Gurugram,South City,South City 2,2450.0,5,Apartment,Unfurnished,38500000.0,15714.285714285714
Gurugram,Udyog Vihar,Phase 1,1400.0,3,Apartment,Unfurnished,14500000.0,10357.142857142857
Gurugram,Udyog Vihar,Phase 1,700.0,1,Apartment,Unfurnished,5800000.0,8285.714285714286
Gurugram,Udyog Vihar,Phase 1,2000.0,4,Builder Floor,Unfurnished,28500000.0,14250.0
Gurugram,Udyog Vihar,Phase 1,1000.0,2,Apartment,Unfurnished,8500000.0,8500.0
Gurugram,Udyog Vihar,Phase 1,2100.0,5,Apartment,Unfurnished,26500000.0,12619.047619047618
Gurugram,Udyog Vihar,Phase 2,950.0,2,Apartment,Semi-Furnished,7800000.0,8210.526315789473
Gurugram,Udyog Vihar,Phase 2,2050.0,4,Apartment,Semi-Furnished,24200000.0,11804.878048780487
Gurugram,Udyog Vihar,Phase 2,1900.0,3,Builder Floor,Semi-Furnished,24500000.0,12894.736842105263
Gurugram,Udyog Vihar,Phase 2,650.0,1,Apartment,Semi-Furnished,5200000.0,8000.0
Gurugram,Udyog Vihar,Phase 2,1350.0,3,Apartment,Semi-Furnished,13200000.0,9777.777777777777
Gurugram,Udyog Vihar,Phase 3,700.0,1,Apartment,Semi-Furnished,6200000.0,8857.142857142857
Gurugram,Udyog Vihar,Phase 3,1050.0,2,Apartment,Semi-Furnished,8800000.0,8380.952380952382
Gurugram,Udyog Vihar,Phase 3,2100.0,4,Builder Floor,Semi-Furnished,32500000.0,15476.190476190477
Gurugram,Udyog Vihar,Phase 3,2150.0,5,Apartment,Semi-Furnished,28500000.0,13255.813953488372
Gurugram,Udyog Vihar,Phase 3,1450.0,3,Apartment,Semi-Furnished,15500000.0,10689.655172413793
Gurugram,Udyog Vihar,Phase 4,2100.0,5,Apartment,Unfurnished,26200000.0,12476.190476190477
Gurugram,Udyog Vihar,Phase 4,1000.0,2,Apartment,Unfurnished,8200000.0,8200.0
Gurugram,Udyog Vihar,Phase 4,2000.0,4,Builder Floor,Unfurnished,29500000.0,14750.0
Gurugram,Udyog Vihar,Phase 4,1400.0,3,Apartment,Unfurnished,14200000.0,10142.857142857143
Gurugram,Udyog Vihar,Phase 4,700.0,1,Apartment,Unfurnished,5800000.0,8285.714285714286
Gurugram,Udyog Vihar,Phase 5,750.0,1,Apartment,Semi-Furnished,6500000.0,8666.666666666666
Gurugram,Udyog Vihar,Phase 5,2200.0,5,Apartment,Semi-Furnished,30500000.0,13863.636363636364
Gurugram,Udyog Vihar,Phase 5,1100.0,2,Apartment,Semi-Furnished,9200000.0,8363.636363636364
Gurugram,Udyog Vihar,Phase 5,2200.0,4,Builder Floor,Semi-Furnished,35500000.0,16136.363636363636
Gurugram,Udyog Vihar,Phase 5,1500.0,3,Apartment,Semi-Furnished,16500000.0,11000.0
