city,district,sub_district,area_sqft,bhk,property_type,furnishing,price_inr,price_per_sqft
Delhi,New Delhi,Khan Market,2500.0,5,Apartment,Semi-Furnished,125000000.0,50000.0
Delhi,New Delhi,Khan Market,1000.0,2,Apartment,Semi-Furnished,28500000.0,28500.0
Delhi,New Delhi,Khan Market,3000.0,5,Independent House,Semi-Furnished,185000000.0,61666.666666666664
Delhi,New Delhi,Lodhi Road,2000.0,4,Apartment,Fully Furnished,78500000.0,39250.0
Delhi,New Delhi,Lodhi Road,1600.0,3,Apartment,Fully Furnished,48500000.0,30312.5
Delhi,New Delhi,Lodhi Road,3500.0,5,Independent House,Fully Furnished,225000000.0,64285.71428571428
Delhi,New Delhi,Lodhi Road,1100.0,2,Apartment,Fully Furnished,32500000.0,29545.454545454544
Delhi,New Delhi,Lodhi Road,2800.0,5,Apartment,Fully Furnished,148000000.0,52857.142857142855
Delhi,New Delhi,Lutyens Delhi,1300.0,2,Apartment,Fully Furnished,55000000.0,42307.692307692305
Delhi,New Delhi,Lutyens Delhi,3200.0,6,Apartment,Fully Furnished,245000000.0,76562.5
Delhi,New Delhi,Lutyens Delhi,2000.0,4,Apartment,Fully Furnished,85000000.0,42500.0
Delhi,New Delhi,Lutyens Delhi,4500.0,6,Independent House,Fully Furnished,385000000.0,85555.55555555556
Delhi,New Delhi,Lutyens Delhi,2400.0,5,Apartment,Fully Furnished,128000000.0,53333.333333333336
Delhi,North Delhi,Civil Lines,800.0,1,Apartment,Semi-Furnished,15500000.0,19375.0
Delhi,North Delhi,Civil Lines,1600.0,3,Apartment,Semi-Furnished,36500000.0,22812.5
Delhi,North Delhi,Civil Lines,2200.0,4,Apartment,Semi-Furnished,58500000.0,26590.909090909092
Delhi,North Delhi,Civil Lines,2400.0,4,Builder Floor,Semi-Furnished,68500000.0,28541.666666666668
Delhi,North Delhi,Civil Lines,1200.0,2,Apartment,Semi-Furnished,22500000.0,18750.0
Delhi,North Delhi,GTB Nagar,1900.0,3,Builder Floor,Unfurnished,42500000.0,22368.42105263158
Delhi,North Delhi,GTB Nagar,1950.0,4,Apartment,Unfurnished,38500000.0,19743.589743589742
Delhi,North Delhi,GTB Nagar,1450.0,3,Apartment,Unfurnished,24200000.0,16689.655172413793
Delhi,North Delhi,GTB Nagar,950.0,2,Apartment,Unfurnished,15200000.0,16000.0
Delhi,North Delhi,GTB Nagar,650.0,1,Apartment,Unfurnished,10500000.0,16153.846153846154
Delhi,North Delhi,Kamla Nagar,2000.0,4,Builder Floor,Semi-Furnished,48500000.0,24250.0
Delhi,North Delhi,Kamla Nagar,2000.0,4,Apartment,Semi-Furnished,42500000.0,21250.0
Delhi,North Delhi,Kamla Nagar,1500.0,3,Apartment,Semi-Furnished,26500000.0,17666.666666666668
Delhi,North Delhi,Kamla Nagar,1000.0,2,Apartment,Semi-Furnished,16500000.0,16500.0
Delhi,North Delhi,Kamla Nagar,700.0,1,Apartment,Semi-Furnished,11500000.0,16428.571428571428
Delhi,North Delhi,Model Town,750.0,1,Apartment,Fully Furnished,14200000.0,18933.333333333332
Delhi,North Delhi,Model Town,1550.0,3,Apartment,Fully Furnished,32500000.0,20967.74193548387
Delhi,North Delhi,Model Town,2150.0,4,Apartment,Fully Furnished,52500000.0,24418.60465116279
Delhi,North Delhi,Model Town,2300.0,4,Builder Floor,Fully Furnished,62500000.0,27173.91304347826
Delhi,North Delhi,Model Town,1150.0,2,Apartment,Fully Furnished,20800000.0,18086.956521739132
Delhi,North Delhi,Mukherjee Nagar,2100.0,4,Builder Floor,Semi-Furnished,52500000.0,25000.0
Delhi,North Delhi,Mukherjee Nagar,2050.0,4,Apartment,Semi-Furnished,45500000.0,22195.121951219513
Delhi,North Delhi,Mukherjee Nagar,1500.0,3,Apartment,Semi-Furnished,28500000.0,19000.0
Delhi,North Delhi,Mukherjee Nagar,1050.0,2,Apartment,Semi-Furnished,17200000.0,16380.952380952382
Delhi,North Delhi,Mukherjee Nagar,700.0,1,Apartment,Semi-Furnished,12200000.0,17428.571428571428
Delhi,Northwest Delhi,Ashok Vihar,2050.0,4,Apartment,Semi-Furnished,33500000.0,16341.463414634147
Delhi,Northwest Delhi,Ashok Vihar,1050.0,2,Apartment,Semi-Furnished,13200000.0,12571.42857142857
Delhi,Northwest Delhi,Ashok Vihar,2100.0,4,Builder Floor,Semi-Furnished,36500000.0,17380.95238095238
Delhi,Northwest Delhi,Ashok Vihar,700.0,1,Apartment,Semi-Furnished,8800000.0,12571.42857142857
Delhi,Northwest Delhi,Ashok Vihar,1450.0,3,Apartment,Semi-Furnished,20500000.0,14137.931034482759
Delhi,Northwest Delhi,Pitampura,2150.0,4,Apartment,Semi-Furnished,36500000.0,16976.74418604651
Delhi,Northwest Delhi,Pitampura,750.0,1,Apartment,Semi-Furnished,9800000.0,13066.666666666666
Delhi,Northwest Delhi,Pitampura,1150.0,2,Apartment,Semi-Furnished,14800000.0,12869.565217391304
Delhi,Northwest Delhi,Pitampura,2300.0,4,Builder Floor,Semi-Furnished,42500000.0,18478.260869565216
Delhi,Northwest Delhi,Pitampura,1550.0,3,Apartment,Semi-Furnished,22800000.0,14709.677419354839
Delhi,Northwest Delhi,Rohini,2400.0,4,Builder Floor,Semi-Furnished,45500000.0,18958.333333333332
Delhi,Northwest Delhi,Rohini,2200.0,4,Apartment,Semi-Furnished,38500000.0,17500.0
Delhi,Northwest Delhi,Rohini,1600.0,3,Apartment,Semi-Furnished,24500000.0,15312.5
Delhi,Northwest Delhi,Rohini,800.0,1,Apartment,Semi-Furnished,10500000.0,13125.0
Delhi,Northwest Delhi,Rohini,1200.0,2,Apartment,Semi-Furnished,15500000.0,12916.666666666666
Delhi,Northwest Delhi,Shalimar Bagh,2200.0,4,Builder Floor,Unfurnished,38500000.0,17500.0
Delhi,Northwest Delhi,Shalimar Bagh,1500.0,3,Apartment,Unfurnished,21200000.0,14133.333333333334
Delhi,Northwest Delhi,Shalimar Bagh,2100.0,4,Apartment,Unfurnished,34500000.0,16428.571428571428
Delhi,Northwest Delhi,Shalimar Bagh,1100.0,2,Apartment,Unfurnished,13800000.0,12545.454545454546
Delhi,Northwest Delhi,Shalimar Bagh,750.0,1,Apartment,Unfurnished,9200000.0,12266.666666666666
Delhi,South Delhi,Defence Colony,1750.0,4,Apartment,Semi-Furnished,52500000.0,30000.0
Delhi,South Delhi,Defence Colony,2800.0,5,Independent House,Semi-Furnished,108000000.0,38571.42857142857
Delhi,South Delhi,Defence Colony,2400.0,5,Apartment,Semi-Furnished,85000000.0,35416.666666666664
Delhi,South Delhi,Defence Colony,850.0,1,Apartment,Semi-Furnished,20500000.0,24117.647058823528
Delhi,South Delhi,Defence Colony,1350.0,3,Apartment,Semi-Furnished,32500000.0,24074.074074074073
Delhi,South Delhi,Greater Kailash,1400.0,3,Apartment,Fully Furnished,35500000.0,25357.14285714286
Delhi,South Delhi,Greater Kailash,2500.0,5,Apartment,Fully Furnished,95000000.0,38000.0
Delhi,South Delhi,Greater Kailash,3000.0,5,Independent House,Fully Furnished,125000000.0,41666.666666666664
Delhi,South Delhi,Greater Kailash,1800.0,4,Apartment,Fully Furnished,58500000.0,32500.0
Delhi,South Delhi,Greater Kailash,900.0,1,Apartment,Fully Furnished,22500000.0,25000.0
Delhi,South Delhi,Green Park,2600.0,5,Independent House,Unfurnished,95000000.0,36538.46153846154
Delhi,South Delhi,Green Park,1300.0,3,Apartment,Unfurnished,28500000.0,21923.076923076922
Delhi,South Delhi,Green Park,850.0,1,Apartment,Unfurnished,18500000.0,21764.70588235294
Delhi,South Delhi,Green Park,1700.0,3,Apartment,Unfurnished,42500000.0,25000.0
Delhi,South Delhi,Green Park,2300.0,5,Apartment,Unfurnished,72500000.0,31521.739130434784
Delhi,South Delhi,Hauz Khas,1700.0,3,Apartment,Semi-Furnished,45500000.0,26764.70588235294
Delhi,South Delhi,Hauz Khas,850.0,1,Apartment,Semi-Furnished,19500000.0,22941.176470588234
Delhi,South Delhi,Hauz Khas,1300.0,3,Apartment,Semi-Furnished,29500000.0,22692.30769230769
Delhi,South Delhi,Hauz Khas,2300.0,5,Apartment,Semi-Furnished,78500000.0,34130.434782608696
Delhi,South Delhi,Hauz Khas,2600.0,5,Independent House,Semi-Furnished,98500000.0,37884.61538461538
Delhi,South Delhi,Lajpat Nagar,2200.0,4,Apartment,Semi-Furnished,62500000.0,28409.090909090908
Delhi,South Delhi,Lajpat Nagar,800.0,1,Apartment,Semi-Furnished,16500000.0,20625.0
Delhi,South Delhi,Lajpat Nagar,2400.0,4,Independent House,Semi-Furnished,78500000.0,32708.333333333332
Delhi,South Delhi,Lajpat Nagar,1200.0,2,Apartment,Semi-Furnished,24500000.0,20416.666666666668
Delhi,South Delhi,Lajpat Nagar,1600.0,3,Apartment,Semi-Furnished,38500000.0,24062.5
Delhi,South Delhi,Saket,1650.0,3,Apartment,Semi-Furnished,39500000.0,23939.39393939394
Delhi,South Delhi,Saket,850.0,1,Apartment,Semi-Furnished,17800000.0,20941.176470588234
Delhi,South Delhi,Saket,2250.0,4,Apartment,Semi-Furnished,65500000.0,29111.11111111111
Delhi,South Delhi,Saket,2500.0,4,Independent House,Semi-Furnished,85000000.0,34000.0
Delhi,South Delhi,Saket,1250.0,3,Apartment,Semi-Furnished,26800000.0,21440.0
Delhi,South Delhi,Vasant Kunj,1800.0,4,Apartment,Fully Furnished,52200000.0,29000.0
Delhi,South Delhi,Vasant Kunj,900.0,1,Apartment,Fully Furnished,21500000.0,23888.88888888889
Delhi,South Delhi,Vasant Kunj,2500.0,5,Apartment,Fully Furnished,88500000.0,35400.0
Delhi,South Delhi,Vasant Kunj,2800.0,5,Independent House,Fully Furnished,118000000.0,42142.857142857145
Delhi,South Delhi,Vasant Kunj,1400.0,3,Apartment,Fully Furnished,32200000.0,23000.0
Delhi,Southwest Delhi,Dwarka,1700.0,3,Apartment,Semi-Furnished,28500000.0,16764.70588235294
Delhi,Southwest Delhi,Dwarka,1300.0,3,Apartment,Semi-Furnished,18500000.0,14230.76923076923
Delhi,Southwest Delhi,Dwarka,900.0,1,Apartment,Semi-Furnished,12500000.0,13888.888888888889
Delhi,Southwest Delhi,Dwarka,2600.0,4,Independent House,Semi-Furnished,58500000.0,22500.0
Delhi,Southwest Delhi,Dwarka,2300.0,5,Apartment,Semi-Furnished,48500000.0,21086.956521739132
Delhi,Southwest Delhi,Mahipalpur,2100.0,4,Apartment,Unfurnished,42500000.0,20238.095238095237
Delhi,Southwest Delhi,Mahipalpur,1100.0,2,Apartment,Unfurnished,16500000.0,15000.0
Delhi,Southwest Delhi,Mahipalpur,2200.0,4,Builder Floor,Unfurnished,52500000.0,23863.636363636364
Delhi,Southwest Delhi,Mahipalpur,1500.0,3,Apartment,Unfurnished,26500000.0,17666.666666666668
Delhi,Southwest Delhi,Mahipalpur,750.0,1,Apartment,Unfurnished,11200000.0,14933.333333333334
Delhi,Southwest Delhi,RK Puram,2400.0,4,Builder Floor,Semi-Furnished,78500000.0,32708.333333333332
Delhi,Southwest Delhi,RK Puram,850.0,1,Apartment,Semi-Furnished,15500000.0,18235.29411764706
Delhi,Southwest Delhi,RK Puram,1600.0,3,Apartment,Semi-Furnished,36500000.0,22812.5
Delhi,Southwest Delhi,RK Puram,1200.0,2,Apartment,Semi-Furnished,22500000.0,18750.0
Delhi,Southwest Delhi,RK Puram,2200.0,4,Apartment,Semi-Furnished,58500000.0,26590.909090909092
Delhi,Southwest Delhi,Vasant Vihar,1900.0,4,Apartment,Fully Furnished,68500000.0,36052.63157894737
Delhi,Southwest Delhi,Vasant Vihar,1000.0,1,Apartment,Fully Furnished,25500000.0,25500.0
Delhi,Southwest Delhi,Vasant Vihar,2600.0,5,Apartment,Fully Furnished,118000000.0,45384.61538461538
Delhi,Southwest Delhi,Vasant Vihar,3200.0,5,Independent House,Fully Furnished,148000000.0,46250.0
Delhi,Southwest Delhi,Vasant Vihar,1500.0,3,Apartment,Fully Furnished,38500000.0,25666.666666666668
Delhi,West Delhi,Janakpuri,700.0,1,Apartment,Semi-Furnished,10500000.0,15000.0
Delhi,West Delhi,Janakpuri,1050.0,2,Apartment,Semi-Furnished,15200000.0,14476.190476190477
Delhi,West Delhi,Janakpuri,2100.0,4,Builder Floor,Semi-Furnished,42500000.0,20238.095238095237
Delhi,West Delhi,Janakpuri,2050.0,4,Apartment,Semi-Furnished,38500000.0,18780.48780487805
Delhi,West Delhi,Janakpuri,1500.0,3,Apartment,Semi-Furnished,24200000.0,16133.333333333334
Delhi,West Delhi,Rajouri Garden,2200.0,4,Builder Floor,Unfurnished,48500000.0,22045.454545454544
Delhi,West Delhi,Rajouri Garden,2100.0,4,Apartment,Unfurnished,42500000.0,20238.095238095237
Delhi,West Delhi,Rajouri Garden,1100.0,2,Apartment,Unfurnished,16500000.0,15000.0
Delhi,West Delhi,Rajouri Garden,1550.0,3,Apartment,Unfurnished,26500000.0,17096.774193548386
Delhi,West Delhi,Rajouri Garden,750.0,1,Apartment,Unfurnished,11500000.0,15333.333333333334
Delhi,West Delhi,Tilak Nagar,2000.0,4,Apartment,Unfurnished,36500000.0,18250.0
Delhi,West Delhi,Tilak Nagar,1450.0,3,Apartment,Unfurnished,22500000.0,15517.241379310344
Delhi,West Delhi,Tilak Nagar,650.0,1,Apartment,Unfurnished,9500000.0,14615.384615384615
Delhi,West Delhi,Tilak Nagar,2000.0,4,Builder Floor,Unfurnished,38500000.0,19250.0
Delhi,West Delhi,Tilak Nagar,1000.0,2,Apartment,Unfurnished,14500000.0,14500.0
Delhi,West Delhi,Uttam Nagar,1950.0,4,Apartment,Unfurnished,32500000.0,16666.666666666668
Delhi,West Delhi,Uttam Nagar,1400.0,3,Apartment,Unfurnished,19500000.0,13928.57142857143
Delhi,West Delhi,Uttam Nagar,650.0,1,Apartment,Unfurnished,8500000.0,13076.923076923076
Delhi,West Delhi,Uttam Nagar,950.0,2,Apartment,Unfurnished,12500000.0,13157.894736842105
Delhi,West Delhi,Uttam Nagar,1900.0,3,Builder Floor,Unfurnished,32500000.0,17105.263157894737
Delhi,West Delhi,Vikaspuri,2150.0,4,Apartment,Semi-Furnished,44500000.0,20697.674418604653
Delhi,West Delhi,Vikaspuri,1150.0,2,Apartment,Semi-Furnished,16800000.0,14608.695652173914
Delhi,West Delhi,Vikaspuri,750.0,1,Apartment,Semi-Furnished,11800000.0,15733.333333333334
Delhi,West Delhi,Vikaspuri,2300.0,4,Builder Floor,Semi-Furnished,45500000.0,19782.608695652172
Delhi,West Delhi,Vikaspuri,1600.0,3,Apartment,Semi-Furnished,27800000.0,17375.0
